Wall time,Step,Value
1680120432.086397,0,26.760169982910156
1680120479.6476958,10,1.9454052448272705
1680120526.2265007,20,1.6889418363571167
1680120572.3576918,30,14.633691787719727
1680120615.8463898,40,28.064311981201172
1680120657.7135384,50,30.217626571655273
1680120700.4555225,60,45.4220085144043
1680120743.1462557,70,64.43507385253906
1680120785.413328,80,88.30789947509766
1680120827.720734,90,113.560791015625
1680120870.0193264,100,93.22640228271484
1680120912.3197467,110,67.71430969238281
1680120954.4100728,120,58.223304748535156
1680120995.885057,130,59.449371337890625
1680121041.0742438,140,41.553401947021484
1680121088.536744,150,46.959781646728516
1680121135.8774173,160,65.57345581054688
1680121183.1292062,170,81.97533416748047
1680121231.4156294,180,128.16627502441406
1680121278.1959195,190,72.26041412353516
1680121336.6056166,200,50.128753662109375
1680121382.9333584,210,31.446834564208984
1680121429.7277517,220,13.790260314941406
1680121476.8127117,230,6.944272994995117
1680121522.8565032,240,20.642986297607422
1680121569.5559871,250,33.614070892333984
1680121615.341629,260,4.632305145263672
1680121661.0093217,270,15.544389724731445
1680121706.9222453,280,3.903545618057251
1680121753.1574368,290,3.3766729831695557
1680121799.8492928,300,3.1040198802948
1680121844.781289,310,37.927738189697266
1680121890.4976351,320,2.5634913444519043
1680121936.6416817,330,2.258082866668701
1680121980.7718906,340,2.128338098526001
1680122023.4553733,350,1.8577286005020142
1680122066.380299,360,14.698936462402344
1680122111.5570388,370,1.5303072929382324
1680122156.6158736,380,1.386366605758667
1680122201.177486,390,29.399581909179688
1680122256.3700993,400,27.601457595825195
1680122300.0526052,410,1.2910670042037964
1680122344.3780673,420,1.3538089990615845
1680122388.362918,430,1.2141786813735962
1680122430.809367,440,1.0763734579086304
1680122473.5273793,450,1.3399972915649414
1680122516.494155,460,1.103914499282837
1680122559.5473514,470,0.9733604192733765
1680122602.2841425,480,0.9556059837341309
1680122644.9717338,490,15.19272232055664
1680122689.5319703,500,10.756973266601562
1680122733.6249511,510,24.735654830932617
1680122778.381882,520,27.349254608154297
1680122820.8180108,530,12.774626731872559
1680122863.3358946,540,0.6901289224624634
1680122905.6610794,550,15.177606582641602
1680122948.9490666,560,0.6613204479217529
1680122991.7189462,570,0.7500563859939575
1680123034.790368,580,0.6936892867088318
1680123077.2784414,590,0.6443018317222595
1680123131.8029563,600,0.5748944878578186
1680123175.2004733,610,0.534639835357666
1680123219.066894,620,0.6576710939407349
1680123262.7887936,630,0.5124397873878479
