Wall time,Step,Value
1680123977.812854,0,0.9951652884483337
1680124021.518175,10,0.9048253893852234
1680124066.8916512,20,0.8173543214797974
1680124111.3833523,30,0.7471734285354614
1680124154.3151174,40,0.6969456076622009
1680124197.4089,50,0.6614049673080444
1680124239.1698687,60,0.6364321708679199
1680124279.989205,70,0.6166540384292603
1680124321.1008976,80,0.6056002378463745
1680124361.9881315,90,0.594535768032074
1680124402.8842025,100,0.582201361656189
1680124443.5547297,110,0.5752796530723572
1680124483.9964898,120,0.571632981300354
1680124524.5143628,130,0.5645684599876404
1680124564.822403,140,0.5560129880905151
1680124605.1062567,150,0.5479782819747925
1680124644.352907,160,0.5380676984786987
1680124683.0468652,170,0.5311834216117859
1680124722.0947456,180,0.5224305391311646
1680124761.2116344,190,0.5195860862731934
1680124812.309202,200,0.5156468152999878
1680124851.599203,210,0.5114860534667969
1680124890.4167807,220,0.5045945644378662
1680124929.4496856,230,0.5001943111419678
1680124968.948652,240,0.4951549470424652
1680125007.2101662,250,0.4914546012878418
1680125046.48967,260,0.4851650595664978
1680125086.5469737,270,0.4780612587928772
1680125126.6133435,280,0.4743387699127197
1680125166.7042463,290,0.46676766872406006
1680125206.3733788,300,0.4605649709701538
1680125246.2545493,310,0.45289346575737
1680125286.564398,320,0.44816821813583374
1680125326.636919,330,0.4433574080467224
1680125366.4906824,340,0.4377745985984802
1680125405.761561,350,0.43112272024154663
1680125445.2149765,360,0.4263998866081238
1680125484.0790231,370,0.42252105474472046
1680125522.7521482,380,0.41999000310897827
1680125561.5842764,390,0.41316378116607666
1680125612.1910095,400,0.40875598788261414
1680125650.628991,410,0.40484651923179626
1680125689.0387836,420,0.40010470151901245
1680125727.332491,430,0.39296138286590576
1680125765.7852871,440,0.38813191652297974
1680125804.0257196,450,0.3850748538970947
1680125842.4794383,460,0.3806345462799072
1680125880.9138021,470,0.37732237577438354
1680125919.4305778,480,0.3746163249015808
1680125958.1083305,490,0.37163934111595154
1680125996.5342321,500,0.36667317152023315
1680126034.9902353,510,0.36154764890670776
1680126073.2199392,520,0.35551589727401733
1680126111.5021603,530,0.3500816822052002
1680126149.9525065,540,0.3450446128845215
1680126188.2133324,550,0.34139662981033325
1680126227.738322,560,0.3369291424751282
1680126266.9869962,570,0.33311834931373596
1680126306.8205152,580,0.3303561806678772
1680126346.730085,590,0.3281528055667877
1680126399.0129147,600,0.3247489929199219
1680126438.5093303,610,0.3206366300582886
1680126477.8218868,620,0.31742122769355774
1680126517.0153904,630,0.31473323702812195
1680126556.6907244,640,0.31231120228767395
1680126596.2049174,650,0.3077138662338257
1680126635.805431,660,0.30331772565841675
1680126675.7248483,670,0.29920992255210876
1680126715.362565,680,0.29602324962615967
1680126755.7366605,690,0.2938188910484314
1680126795.5855854,700,0.2919214069843292
1680126835.1735508,710,0.2870367169380188
1680126875.6796327,720,0.28424179553985596
1680126918.426373,730,0.28114888072013855
1680126958.1383443,740,0.2785959243774414
1680126997.7296906,750,0.27575671672821045
1680127037.38995,760,0.27280116081237793
1680127076.9045038,770,0.27057182788848877
1680127116.4040308,780,0.2677691876888275
1680127156.4415205,790,0.2652146518230438
1680127208.5863872,800,0.2621597647666931
1680127249.3029933,810,0.25965452194213867
1680127292.1611044,820,0.2568625211715698
1680127333.0534692,830,0.2545869052410126
1680127374.7371821,840,0.25010237097740173
1680127415.6650555,850,0.24683701992034912
1680127455.7100332,860,0.24224504828453064
1680127496.7590344,870,0.24024364352226257
1680127537.432091,880,0.23758254945278168
1680127577.568597,890,0.23513202369213104
1680127618.3693032,900,0.23275288939476013
1680127657.6503046,910,0.22997252643108368
1680127697.1048212,920,0.22772309184074402
1680127736.205701,930,0.22596363723278046
1680127775.6819327,940,0.22406768798828125
1680127815.6991367,950,0.22082173824310303
1680127855.2214806,960,0.21900048851966858
1680127894.674266,970,0.21694843471050262
1680127934.5271642,980,0.21584677696228027
1680127974.0102904,990,0.21360546350479126
1680128027.110722,1000,0.21297526359558105
1680128067.6767461,1010,0.21144795417785645
