Wall time,Step,Value
1680123977.812854,0,0.0006000000284984708
1680124021.518175,10,0.0017915903590619564
1680124066.8916512,20,0.002149908570572734
1680124111.3833523,30,0.0010367999784648418
1680124154.3151174,40,0.0007200000109151006
1680124197.4089,50,0.0006000000284984708
1680124239.1698687,60,0.00028935185400769114
1680124279.989205,70,0.0005000000237487257
1680124321.1008976,80,0.00041666667675599456
1680124361.9881315,90,0.0005000000237487257
1680124402.8842025,100,0.0006000000284984708
1680124443.5547297,110,0.00041666667675599456
1680124483.9964898,120,0.0006000000284984708
1680124524.5143628,130,0.00034722223062999547
1680124564.822403,140,0.0005000000237487257
1680124605.1062567,150,0.0008640000014565885
1680124644.352907,160,0.0012441599974408746
1680124683.0468652,170,0.0012441599974408746
1680124722.0947456,180,0.0005000000237487257
1680124761.2116344,190,8.075279038166627e-05
1680124812.309202,200,0.0002411265450064093
1680124851.599203,210,0.0010367999784648418
1680124890.4167807,220,0.00028935185400769114
1680124929.4496856,230,0.002149908570572734
1680124968.948652,240,0.00020093878265470266
1680125007.2101662,250,0.0014929920434951782
1680125046.48967,260,0.0014929920434951782
1680125086.5469737,270,0.0007200000109151006
1680125126.6133435,280,0.0005000000237487257
1680125166.7042463,290,0.0012441599974408746
1680125206.3733788,300,0.002149908570572734
1680125246.2545493,310,0.002579890191555023
1680125286.564398,320,0.0008640000014565885
1680125326.636919,330,0.00034722223062999547
1680125366.4906824,340,0.0012441599974408746
1680125405.761561,350,0.0010367999784648418
1680125445.2149765,360,0.0010367999784648418
1680125484.0790231,370,0.0006000000284984708
1680125522.7521482,380,0.0005000000237487257
1680125561.5842764,390,0.0007200000109151006
1680125612.192009,400,0.00028935185400769114
1680125650.628991,410,0.00041666667675599456
1680125689.0387836,420,0.00020093878265470266
1680125727.332491,430,0.00020093878265470266
1680125765.7852871,440,9.690334991319105e-05
1680125804.0257196,450,0.00016744899039622396
1680125842.4794383,460,0.00020093878265470266
1680125880.9138021,470,8.075279038166627e-05
1680125919.4305778,480,8.916100341593847e-05
1680125958.1083305,490,0.0001848842657636851
1680125996.5342321,500,0.00026623334269970655
1680126034.9902353,510,0.0003194799937773496
1680126073.2199392,520,0.0003194799937773496
1680126111.5021603,530,8.916100341593847e-05
1680126149.9525065,540,0.00012839185365010053
1680126188.2133324,550,0.0001848842657636851
1680126227.738322,560,0.00012839185365010053
1680126266.9869962,570,6.191736611071974e-05
1680126306.8205152,580,1.4399999599845614e-05
1680126346.730085,590,0.0001540702214697376
1680126399.0129147,600,0.0001540702214697376
1680126438.5093303,610,8.916100341593847e-05
1680126477.8218868,620,0.0001848842657636851
1680126517.0153904,630,0.00026623334269970655
1680126556.6907244,640,8.916100341593847e-05
1680126596.2049174,650,0.0002218611043645069
1680126635.805431,660,0.0001848842657636851
1680126675.7248483,670,0.0001848842657636851
1680126715.362565,680,0.00026623334269970655
1680126755.7366605,690,0.00026623334269970655
1680126795.5855854,700,0.0001848842657636851
1680126835.1735508,710,0.0001540702214697376
1680126875.6796327,720,0.0002218611043645069
1680126918.426373,730,8.916100341593847e-05
1680126958.1383443,740,0.0001848842657636851
1680126997.7296906,750,0.00010699320409912616
1680127037.38995,760,0.00012839185365010053
1680127076.9045038,770,0.0002218611043645069
1680127116.4040308,780,8.916100341593847e-05
1680127156.4415205,790,6.191736611071974e-05
1680127208.5863872,800,0.0002218611043645069
1680127249.3029933,810,8.916100341593847e-05
1680127292.1611044,820,6.191736611071974e-05
1680127333.0544798,830,0.0001540702214697376
1680127374.7371821,840,0.0005520614213310182
1680127415.6650555,850,0.00026623334269970655
1680127455.7100332,860,0.0002218611043645069
1680127496.7590344,870,0.00026623334269970655
1680127537.432091,880,6.191736611071974e-05
1680127577.568597,890,0.00012839185365010053
1680127618.3693032,900,8.916100341593847e-05
1680127657.6503046,910,8.916100341593847e-05
1680127697.1048212,920,0.00010699320409912616
1680127736.205701,930,6.191736611071974e-05
1680127775.6819327,940,6.191736611071974e-05
1680127815.6991367,950,0.00012839185365010053
1680127855.2214806,960,0.0001540702214697376
1680127894.674266,970,0.0002218611043645069
1680127934.5271642,980,7.430083496728912e-05
1680127974.0102904,990,6.191736611071974e-05
1680128027.110722,1000,2.9859840651624836e-05
1680128067.6767461,1010,8.916100341593847e-05
