Wall time,Step,Value
1680123977.812854,0,39.50296401977539
1680124021.518175,10,4.58594274520874
1680124066.8916512,20,0.6884132027626038
1680124111.382352,30,1.5798710584640503
1680124154.3151174,40,2.2815561294555664
1680124197.4089,50,2.4598991870880127
1680124239.1698687,60,4.334904193878174
1680124279.9882026,70,10.19775676727295
1680124321.1008976,80,19.465099334716797
1680124361.9881315,90,31.282678604125977
1680124402.8842025,100,53.14110565185547
1680124443.5537286,110,69.55804443359375
1680124483.9964898,120,71.34204864501953
1680124524.5143628,130,86.05365753173828
1680124564.8214087,140,94.91436767578125
1680124605.1062567,150,93.56059265136719
1680124644.352907,160,87.33506774902344
1680124683.0468652,170,94.52434539794922
1680124722.0947456,180,92.07949829101562
1680124761.2116344,190,86.41553497314453
1680124812.309202,200,88.13336181640625
1680124851.599203,210,81.0663070678711
1680124890.4167807,220,82.93041229248047
1680124929.4496856,230,79.56970977783203
1680124968.948652,240,73.5903091430664
1680125007.2101662,250,58.7955322265625
1680125046.48967,260,46.15950393676758
1680125086.5469737,270,40.592323303222656
1680125126.6133435,280,40.76936721801758
1680125166.7042463,290,35.24015426635742
1680125206.3733788,300,44.377410888671875
1680125246.2545493,310,60.415679931640625
1680125286.564398,320,24.5767879486084
1680125326.636919,330,28.705053329467773
1680125366.4906824,340,21.722394943237305
1680125405.761561,350,8.826516151428223
1680125445.2149765,360,28.884580612182617
1680125484.0790231,370,27.292722702026367
1680125522.7521482,380,11.20373249053955
1680125561.5842764,390,19.514524459838867
1680125612.1910095,400,11.86452865600586
1680125650.628991,410,44.766265869140625
1680125689.0387836,420,12.229854583740234
1680125727.332491,430,12.717367172241211
1680125765.7852871,440,14.461275100708008
1680125804.0257196,450,24.324668884277344
1680125842.4794383,460,65.48454284667969
1680125880.9138021,470,4.151453495025635
1680125919.4305778,480,30.122167587280273
1680125958.1083305,490,36.82191848754883
1680125996.5342321,500,22.435094833374023
1680126034.9902353,510,14.485448837280273
1680126073.2199392,520,4.7091593742370605
1680126111.5021603,530,3.751756191253662
1680126149.9525065,540,13.127830505371094
1680126188.2133324,550,22.69016456604004
1680126227.738322,560,3.1427724361419678
1680126266.9869962,570,14.480457305908203
1680126306.8195157,580,10.723522186279297
1680126346.730085,590,11.086915016174316
1680126399.0129147,600,4.421441078186035
1680126438.5093303,610,23.19935417175293
1680126477.8218868,620,44.0206298828125
1680126517.0153904,630,23.175153732299805
1680126556.6907244,640,72.8843002319336
1680126596.2049174,650,34.02858352661133
1680126635.805431,660,23.08570098876953
1680126675.7248483,670,10.997568130493164
1680126715.362565,680,23.598814010620117
1680126755.7366605,690,14.743258476257324
1680126795.5855854,700,9.778122901916504
1680126835.1735508,710,26.2126407623291
1680126875.6796327,720,16.806182861328125
1680126918.426373,730,25.70574188232422
1680126958.1383443,740,7.991182327270508
1680126997.7296906,750,20.52920913696289
1680127037.38995,760,1.869006872177124
1680127076.9035063,770,8.898772239685059
1680127116.4040308,780,1.7286595106124878
1680127156.4415205,790,10.353866577148438
1680127208.5863872,800,14.025140762329102
1680127249.3029933,810,19.28643035888672
1680127292.1611044,820,1.4334802627563477
1680127333.0534692,830,10.891701698303223
1680127374.7371821,840,7.564267158508301
1680127415.6650555,850,23.512557983398438
1680127455.7100332,860,1.5384607315063477
1680127496.7590344,870,27.051021575927734
1680127537.432091,880,13.626043319702148
1680127577.568597,890,14.003225326538086
1680127618.3693032,900,7.800541877746582
1680127657.6503046,910,1.2872464656829834
1680127697.1048212,920,10.008200645446777
1680127736.204669,930,25.220178604125977
1680127775.6819327,940,11.408080101013184
1680127815.6991367,950,13.777474403381348
1680127855.2214806,960,24.216001510620117
1680127894.673269,970,8.489612579345703
1680127934.5271642,980,36.129356384277344
1680127974.0102904,990,6.444173812866211
1680128027.110722,1000,12.742907524108887
1680128067.6757479,1010,39.581790924072266
