Wall time,Step,Value
1680123977.812854,0,-0.014559540897607803
1680124021.518175,10,-0.010102109052240849
1680124066.8916512,20,-0.008274202235043049
1680124111.3833523,30,-0.006869276985526085
1680124154.3151174,40,-0.0014559864066541195
1680124197.4089,50,0.0009667030535638332
1680124239.1698687,60,0.007535438984632492
1680124279.9882026,70,0.010733671486377716
1680124321.1008976,80,0.007157415617257357
1680124361.9881315,90,0.004639045335352421
1680124402.8842025,100,0.006094696465879679
1680124443.5537286,110,-0.0013074567541480064
1680124483.9964898,120,-0.002508914563804865
1680124524.5143628,130,0.009411832317709923
1680124564.8214087,140,0.005399459507316351
1680124605.1062567,150,0.0002512051723897457
1680124644.352907,160,0.002590208314359188
1680124683.0468652,170,-0.0027250098064541817
1680124722.0947456,180,0.006628890056163073
1680124761.2116344,190,0.001964987488463521
1680124812.309202,200,0.008633946999907494
1680124851.599203,210,-0.0016474882140755653
1680124890.4167807,220,0.019089488312602043
1680124929.4496856,230,-0.0016874815337359905
1680124968.948652,240,0.010958782397210598
1680125007.2101662,250,-0.001605757512152195
1680125046.48967,260,0.0006782939308322966
1680125086.5469737,270,0.008421920239925385
1680125126.6133435,280,4.2580661101965234e-05
1680125166.7042463,290,-0.002844359492883086
1680125206.3733788,300,0.0003537371812853962
1680125246.2545493,310,0.0003008929779753089
1680125286.564398,320,-0.0009033870883285999
1680125326.636919,330,0.022527256980538368
1680125366.4906824,340,-0.002900545485317707
1680125405.761561,350,-0.0038337046280503273
1680125445.2149765,360,-0.003092248924076557
1680125484.0790231,370,-0.00017976458184421062
1680125522.7521482,380,0.001425991766154766
1680125561.5842764,390,-0.0016444989014416933
1680125612.1910095,400,-0.0005353590240702033
1680125650.628991,410,-0.005282063968479633
1680125689.0387836,420,-0.004435110371559858
1680125727.332491,430,-0.00184714631177485
1680125765.7852871,440,-0.0026035630144178867
1680125804.0257196,450,-0.0010099050123244524
1680125842.4794383,460,-0.0035032646264880896
1680125880.9138021,470,0.012472339905798435
1680125919.4305778,480,0.000484663643874228
1680125958.1083305,490,-0.0024143413174897432
1680125996.5342321,500,-0.003266026498749852
1680126034.9902353,510,-0.004238548688590527
1680126073.2199392,520,8.339107444044203e-05
1680126111.5021603,530,0.005985346622765064
1680126149.9525065,540,-0.004323889501392841
1680126188.2133324,550,-0.0014536655507981777
1680126227.738322,560,-0.001670189667493105
1680126266.9869962,570,-0.0031937758903950453
1680126306.8195157,580,0.005173312500119209
1680126346.730085,590,-0.002741105854511261
1680126399.0129147,600,-0.0032277540303766727
1680126438.5093303,610,-0.003409723751246929
1680126477.8218868,620,-0.0006180140189826488
1680126517.0153904,630,-0.0033457528334110975
1680126556.6907244,640,-0.002619122853502631
1680126596.2049174,650,-0.0040250313468277454
1680126635.805431,660,-0.002507363213226199
1680126675.7248483,670,-0.00048240009346045554
1680126715.362565,680,-0.0029724743217229843
1680126755.7366605,690,-0.003408074611797929
1680126795.5855854,700,-0.00395990489050746
1680126835.1735508,710,-0.004386631306260824
1680126875.6796327,720,-0.003405495546758175
1680126918.426373,730,-0.001341506838798523
1680126958.1383443,740,-0.002347685629501939
1680126997.7296906,750,-0.0025498399045318365
1680127037.38995,760,0.0024734397884458303
1680127076.9035063,770,-0.004123440943658352
1680127116.4040308,780,0.013247624970972538
1680127156.4415205,790,-0.0021792997140437365
1680127208.5863872,800,-0.0026594665832817554
1680127249.3029933,810,-0.0025077778846025467
1680127292.1611044,820,-0.002578810788691044
1680127333.0534692,830,-0.0016995721962302923
1680127374.7371821,840,-0.0043778191320598125
1680127415.6650555,850,-0.0020477119833230972
1680127455.7100332,860,-0.0013245015870779753
1680127496.7590344,870,-0.00228718388825655
1680127537.432091,880,-0.0019201596733182669
1680127577.568597,890,-0.0021672644652426243
1680127618.3693032,900,-0.0013604562263935804
1680127657.6503046,910,0.0021244992967694998
1680127697.1048212,920,-0.0020146435126662254
1680127736.204669,930,-0.00130972929764539
1680127775.6819327,940,-0.0028106903191655874
1680127815.6991367,950,-0.00259062135592103
1680127855.2214806,960,-0.003533342620357871
1680127894.673269,970,-0.004503591917455196
1680127934.5271642,980,-0.002881612628698349
1680127974.0102904,990,-0.004542944021522999
1680128027.110722,1000,-0.0010901292553171515
1680128067.6757479,1010,-0.0012706982670351863
